mode,load,0_densenet169-8,1_vgg16-16,2_vgg19-2
mps-uncap,0.8,92.99462683709717,1035.1545021866102,128.8399396517284
mps-uncap,0.9,94.73631980974271,1198.57267527889,152.2092392226454
mps-uncap,1.0,102.00000965732886,1177.2365125574977,163.93995537353834
mps-uncap,0.5,48.995047236979886,650.384111084925,81.0494245634325
mps-uncap,0.6,64.60054273423465,760.7299127400943,100.10719952070843
mps-uncap,0.7,73.6940046350893,921.7245794950917,113.91333899343813
mps-uncap,0.1,11.353987193457913,123.60360968263043,16.348597391019023
mps-uncap,0.2,18.821612666586667,252.28467002010836,33.089019535532614
mps-uncap,0.3,30.295794648091775,407.68399091481024,50.26920477866667
mps-uncap,0.4,40.95044025086215,526.7233719393199,66.32017505993751
