mode,load,0_efficientnet_b5-2,1_efficientnet_b5-2,2_efficientnet_b5-2,3_efficientnet_b5-2
mig,0.1,14.92619514465332,14.932870864868164,14.881372451782227,15.411138534545898
mig,0.2,14.936447143554688,14.82391357421875,15.172243118286133,15.313148498535156
mig,0.3,15.037775039672852,14.937877655029297,14.698266983032227,15.240907669067383
mig,0.4,15.040159225463867,14.918088912963867,14.939069747924805,15.135049819946289
mig,0.5,14.868021011352539,14.669179916381836,14.790534973144531,15.250921249389648
mig,0.6,14.89567756652832,15.059947967529297,15.001058578491211,15.163660049438477
mig,0.7,14.873266220092773,15.085697174072266,15.326261520385742,15.127182006835938
mig,0.8,14.83917236328125,14.935970306396484,15.091657638549805,15.233516693115234
mig,0.9,14.765501022338867,14.71257209777832,14.931678771972656,15.395641326904297
mig,1.0,14.674901962280273,14.640331268310547,15.118598937988281,15.124797821044922
