mode,load,0_efficientnet_b5-2,1_efficientnet_b5-2,2_efficientnet_b5-2,3_efficientnet_b5-2
mig,0.1,0.012636184692382812,0.012159347534179688,0.010251998901367188,0.013589859008789062
mig,0.2,0.012159347534179688,0.010013580322265625,0.01239776611328125,0.010013580322265625
mig,0.3,0.012159347534179688,0.011920928955078125,0.010251998901367188,0.012159347534179688
mig,0.4,0.012636184692382812,0.010013580322265625,0.012159347534179688,0.012159347534179688
mig,0.5,0.012874603271484375,0.012159347534179688,0.010251998901367188,0.01049041748046875
mig,0.6,0.012874603271484375,0.013828277587890625,0.013113021850585938,0.011920928955078125
mig,0.7,0.013113021850585938,0.017881393432617188,0.017642974853515625,0.012636184692382812
mig,0.8,0.01811981201171875,0.016689300537109375,0.012874603271484375,0.012874603271484375
mig,0.9,0.026464462280273438,0.025033950805664062,0.018596649169921875,0.012874603271484375
mig,1.0,0.019311904907226562,0.013113021850585938,0.0171661376953125,0.014543533325195312
