mode,load,0_efficientnet_b5-2,1_efficientnet_b5-2,2_efficientnet_b5-2,3_efficientnet_b5-2
mig,0.1,20.56398666471042,23.422763661209867,21.917208713261964,13.91848451410328
mig,0.2,43.915581252711526,44.228697999465105,43.95327999725701,27.61021175679537
mig,0.3,65.39222040303729,62.1662592445449,69.33220846724744,42.49928100794365
mig,0.4,86.7024104887016,88.28424893138025,86.79331570378267,55.43467823885881
mig,0.5,110.03803724034586,111.60520326413432,112.95196904408569,72.38911628055399
mig,0.6,130.20704935468538,130.14712390647315,130.4159689967272,86.02484145096182
mig,0.7,131.92758684133847,130.28662254028512,127.83067271840477,103.26300200489402
mig,0.8,131.9968801617801,131.1411786192239,129.96075524372046,115.69464143860321
mig,0.9,132.14370208587138,133.2932651398175,131.54794021744024,125.37529401350342
mig,1.0,133.81832044580725,134.11425549573832,129.82777433350594,129.4337466999934
