mode,load,0_efficientnet_b5-2,1_efficientnet_b5-2,2_efficientnet_b5-2,3_efficientnet_b5-2
mig,0.1,25.672364234924316,24.155497550964363,24.649953842163093,26.66306495666504
mig,0.2,17.21203327178955,17.076969146728516,17.503857612609863,18.631935119628906
mig,0.3,16.059446334838867,15.933895111083986,15.740275382995605,16.917705535888672
mig,0.4,15.763163566589355,15.667867660522461,15.720129013061523,16.29014015197754
mig,0.5,15.329599380493164,15.11223316192627,15.201926231384277,16.20030403137207
mig,0.6,15.276670455932617,15.452384948730469,15.382528305053711,15.897321701049805
mig,0.7,15.253067016601562,15.464425086975098,15.763497352600096,15.732526779174805
mig,0.8,15.277743339538574,15.364885330200195,15.516471862792969,15.800237655639648
mig,0.9,15.269756317138672,15.141487121582031,15.328025817871094,15.926146507263185
mig,1.0,15.085935592651367,15.03908634185791,15.536308288574219,15.663862228393555
