mode,load,0_densenet121-8,1_squeezenet1_1-8,2_squeezenet1_1-8
mps-uncap,1.0,13.44919204711914,2.3844242095947266,2.7379989624023438
mig,1.0,11.755943298339844,3.1816959381103516,3.191232681274414
