mode,load,0_densenet121-8,1_squeezenet1_1-8,2_squeezenet1_1-8
mps-uncap,1.0,594.1652532926823,3205.1769830859485,2808.721449766562
mig,1.0,677.2856733853289,2452.729116742075,2440.222624935063
