mode,load,0_densenet161-8,1_densenet169-16,2_resnet18-4
mps-uncap,0.8,288.5654657520074,554.0445493197309,1151.3097069687722
mps-uncap,0.9,325.0595506884517,621.0257973707029,1234.9505505535128
mps-uncap,1.0,327.97000964118723,689.0918666269544,1155.5902420592952
mps-uncap,0.5,181.77492317211187,344.36332690489013,717.8877310626161
mps-uncap,0.6,212.28372013053476,421.3341479373797,849.4374752824949
mps-uncap,0.7,256.3959843136363,461.63238300729984,968.4081691266348
mps-uncap,0.1,34.98032951337082,71.46815786605232,142.9733572546178
mps-uncap,0.2,69.33212145807323,135.90427980484202,283.52765032447843
mps-uncap,0.3,101.15571974472368,221.30895052128267,437.9741110626667
mps-uncap,0.4,147.76709284513817,283.1605748710722,570.2049171833916
