mode,load,0_densenet161-8,1_densenet169-16,2_resnet18-4
mps-uncap,0.8,115.81246852874757,95.54548263549802,13.903594017028809
mps-uncap,0.9,373.1494426727295,231.14740848541263,1758.2683086395264
mps-uncap,1.0,5238.022518157959,1056.9356918334963,10341.215014457703
mps-uncap,0.5,25.79257488250733,24.20663833618164,4.071664810180665
mps-uncap,0.6,38.22903633117676,38.18964958190919,4.8401832580566415
mps-uncap,0.7,41.96512699127201,54.963350296020515,12.661218643188477
mps-uncap,0.1,4.6163558959960955,3.878188133239763,1.8069267272949225
mps-uncap,0.2,9.27567481994629,7.944822311401371,3.328466415405273
mps-uncap,0.3,13.173866271972654,14.75443840026856,3.5077333450317383
mps-uncap,0.4,20.390176773071307,16.422700881958008,3.8635492324829106
