mode,load,0_efficientnet_b6-4,1_inception_v3-4,2_vgg11-32
mps-uncap,0.8,17.21787452697754,8.569002151489258,10.865449905395508
mps-uncap,0.9,19.033193588256836,8.631229400634766,11.21068000793457
mps-uncap,1.0,23.19502830505371,8.536815643310547,11.237621307373047
mps-uncap,0.5,17.183303833007812,8.592367172241211,10.746240615844727
mps-uncap,0.6,17.032146453857422,8.63957405090332,10.771751403808594
mps-uncap,0.7,17.153024673461914,8.418560028076172,10.652542114257812
mps-uncap,0.1,18.528461456298828,9.298563003540039,10.918855667114258
mps-uncap,0.2,17.261266708374023,9.150028228759766,10.895013809204102
mps-uncap,0.3,17.35091209411621,8.623361587524414,10.574817657470703
mps-uncap,0.4,17.155885696411133,8.662939071655273,10.572671890258789
