mode,load,0_efficientnet_b6-4,1_inception_v3-4,2_vgg11-32
mps-uncap,0.8,54.64189878728437,112.8616955154994,2311.523866108413
mps-uncap,0.9,61.88355304559197,132.30953237362095,2506.776130199251
mps-uncap,1.0,67.52491034325585,136.13287136554698,2482.303091359268
mps-uncap,0.5,34.2935384207217,71.82340307423296,1372.6287490519824
mps-uncap,0.6,43.6618942454289,83.36999632973478,1628.4089954369838
mps-uncap,0.7,48.844683253969556,98.23428328704526,1921.7423686205161
mps-uncap,0.1,5.2026322633893445,13.283752745080324,272.84599540050897
mps-uncap,0.2,14.873599714979594,26.54321733433903,587.6477346305454
mps-uncap,0.3,18.742982180036563,41.99372652822305,853.7132518608935
mps-uncap,0.4,26.256204801081722,56.750528914436494,1081.899793567989
