mode,load,0_efficientnet_b6-4,1_inception_v3-4,2_vgg11-32
mps-uncap,0.8,138.34528923034674,145.11680603027344,405.83839416503906
mps-uncap,0.9,233.77418518066406,1099.2037296295168,1231.4934730529785
mps-uncap,1.0,300.2949237823487,3735.3588581085205,6437.787890434265
mps-uncap,0.5,45.8514928817749,29.730796813964844,33.24615955352783
mps-uncap,0.6,53.16488742828369,38.6664867401123,39.90750312805177
mps-uncap,0.7,81.26258850097656,59.18521881103516,62.82999515533448
mps-uncap,0.1,42.02632904052735,23.953676223754883,19.092798233032227
mps-uncap,0.2,40.2463436126709,24.63216781616211,22.212743759155273
mps-uncap,0.3,35.00549793243408,25.394129753112797,22.404432296752933
mps-uncap,0.4,39.65296745300294,26.154279708862305,26.951837539672862
