mode,load,0_efficientnet_b6-4,1_inception_v3-4,2_vgg11-32
mps-uncap,0.8,323.5797882080078,410.04204750061035,689.0349388122559
mps-uncap,0.9,471.4648723602295,1499.9823570251465,1355.173110961914
mps-uncap,1.0,669.7566509246826,3961.326837539673,7123.4142780303955
mps-uncap,0.5,75.4396915435791,48.714637756347656,82.28063583374023
mps-uncap,0.6,91.57848358154297,102.50115394592285,81.58588409423828
mps-uncap,0.7,140.36321640014648,126.0519027709961,150.41446685791016
mps-uncap,0.1,8.024215698242188,19.654273986816406,26.37648582458496
mps-uncap,0.2,45.853376388549805,18.802404403686523,27.887821197509766
mps-uncap,0.3,37.83154487609863,37.66036033630371,34.95955467224121
mps-uncap,0.4,61.006784439086914,39.400339126586914,54.11505699157715
