mode,load,0_efficientnet_b6-4,1_inception_v3-4,2_vgg11-32
mps-uncap,0.8,56.4543151855469,36.35174512863159,15.542857646942114
mps-uncap,0.9,58.51802825927732,37.250003814697266,13.926081657409668
mps-uncap,1.0,57.40671396255492,36.988134384155266,14.20050859451294
mps-uncap,0.5,48.64366054534913,30.4981088638306,15.658116340637205
mps-uncap,0.6,50.170764923095675,32.5194549560547,15.536918640136722
mps-uncap,0.7,51.829624176025376,35.58356285095215,15.779798030853273
mps-uncap,0.1,47.98859596252443,26.335668563842763,19.01011466979981
mps-uncap,0.2,42.17758893966674,25.374693870544437,16.3794994354248
mps-uncap,0.3,39.34964656829833,26.842656135559086,15.886158943176271
mps-uncap,0.4,45.816326141357415,28.28011512756348,15.781002044677725
