mode,load,0_efficientnet_b6-4,1_inception_v3-4,2_vgg11-32
mps-uncap,0.8,91.2746906280518,117.78843402862546,393.36531162261963
mps-uncap,0.9,184.07964706420898,1067.8977489471436,1218.833875656128
mps-uncap,1.0,251.74362659454346,3702.2745609283447,6424.869418144226
mps-uncap,0.5,16.816449165344242,14.43698406219482,21.010994911193848
mps-uncap,0.6,24.701309204101566,19.62332725524902,27.621936798095735
mps-uncap,0.7,42.26052761077881,37.5532150268555,50.33338069915773
mps-uncap,0.1,0.05002021789550781,0.051975250244140625,4.5166015625
mps-uncap,0.2,0.05180835723876954,1.0807037353515696,9.322690963745115
mps-uncap,0.3,2.491617202758788,7.292985916137698,9.81688499450684
mps-uncap,0.4,12.554121017456076,9.566783905029297,14.742255210876476
