mode,load,0_efficientnet_b6-4,1_inception_v3-4,2_vgg11-32
mps-uncap,0.8,202.00573444366478,287.4934148788451,629.7518730163574
mps-uncap,0.9,349.66711997985783,1426.0304737091064,1298.6529588699343
mps-uncap,1.0,507.14804172515693,3878.31326007843,6990.652132034302
mps-uncap,0.5,44.44396018981945,34.06710386276267,50.16995668411248
mps-uncap,0.6,50.8036422729492,52.35108375549329,53.74819278717041
mps-uncap,0.7,92.07664728164673,83.48145961761475,101.07817649841309
mps-uncap,0.1,2.127227783203166,15.79167842864988,15.771913528442413
mps-uncap,0.2,26.539919376373287,17.53830909729004,19.357872009277333
mps-uncap,0.3,28.27707767486565,22.763812541961684,23.00343513488768
mps-uncap,0.4,30.317025184631344,23.159694671630874,33.2568359375
