mode,load,0_efficientnet_b6-4,1_inception_v3-4,2_vgg11-32
mps-uncap,0.8,51.09601020812988,32.648348808288574,13.527750968933105
mps-uncap,0.9,54.37517166137695,35.50305366516113,13.241720199584961
mps-uncap,1.0,52.08132266998291,35.17556190490723,13.481497764587402
mps-uncap,0.5,39.528560638427734,24.614620208740234,13.791322708129883
mps-uncap,0.6,41.95742607116699,26.273441314697266,13.62307071685791
mps-uncap,0.7,47.805190086364746,29.678630828857422,13.558292388916016
mps-uncap,0.1,41.979598999023445,21.83389663696289,17.751693725585938
mps-uncap,0.2,36.559271812438965,22.35970497131348,14.31732177734375
mps-uncap,0.3,32.44013786315918,23.06976318359375,14.01374340057373
mps-uncap,0.4,33.774805068969734,23.236989974975586,14.039373397827148
