mode,load,0_efficientnet_b6-4,1_inception_v3-4,2_vgg11-32
mps-uncap,0.8,0.01239776611328125,0.010251998901367188,0.010967254638671875
mps-uncap,0.9,0.011920928955078125,0.011682510375976562,0.011444091796875
mps-uncap,1.0,0.011920928955078125,0.011682510375976562,0.011920928955078125
mps-uncap,0.5,0.01239776611328125,0.011444091796875,0.011205673217773438
mps-uncap,0.6,0.012159347534179688,0.011444091796875,0.009775161743164062
mps-uncap,0.7,0.012159347534179688,0.011444091796875,0.010967254638671875
mps-uncap,0.1,0.018835067749023438,0.023126602172851562,0.017404556274414062
mps-uncap,0.2,0.012159347534179688,0.012874603271484375,0.01049041748046875
mps-uncap,0.3,0.01239776611328125,0.01239776611328125,0.010728836059570312
mps-uncap,0.4,0.012159347534179688,0.012636184692382812,0.010251998901367188
