mode,load,0_efficientnet_b6-4,1_inception_v3-4,2_vgg11-32
mps-uncap,0.8,53.39694023132324,42.051076889038086,71.3648796081543
mps-uncap,0.9,96.18854522705078,425.2512454986572,508.6202621459961
mps-uncap,1.0,114.9977445602417,1653.4202098846436,3382.3866844177246
mps-uncap,0.5,25.867938995361328,16.79515838623047,14.446735382080078
mps-uncap,0.6,29.442429542541504,19.009828567504883,17.494678497314453
mps-uncap,0.7,40.77863693237305,25.56586265563965,23.053765296936035
mps-uncap,0.1,31.820058822631836,19.974470138549805,13.541936874389648
mps-uncap,0.2,28.08666229248047,19.722700119018555,13.324975967407227
mps-uncap,0.3,25.361180305480957,16.702651977539062,13.24009895324707
mps-uncap,0.4,23.45871925354004,15.792369842529297,13.615250587463379
