mode,load,0_efficientnet_b6-4,1_inception_v3-4,2_vgg11-32
mps-uncap,0.8,44.76499557495117,26.15058422088623,12.524247169494629
mps-uncap,0.9,49.915313720703125,28.206586837768555,12.581586837768555
mps-uncap,1.0,48.62010478973389,28.00726890563965,12.767791748046875
mps-uncap,0.5,23.11551570892334,14.215707778930664,11.712074279785156
mps-uncap,0.6,25.1312255859375,15.697479248046875,11.821866035461426
mps-uncap,0.7,31.583309173583984,19.408226013183594,12.028098106384277
mps-uncap,0.1,31.76569938659668,19.8667049407959,13.303756713867188
mps-uncap,0.2,25.331616401672363,19.314289093017578,13.020992279052734
mps-uncap,0.3,23.340821266174316,15.623211860656738,11.584043502807617
mps-uncap,0.4,20.84946632385254,14.233589172363281,11.597871780395508
