mode,load,0_densenet201-16,1_mobilenet_v2-32,2_mobilenet_v2-32,3_squeezenet1_1-4
mps-uncap,1.0,0.000476837158203125,0.000476837158203125,0.0007152557373046875,0.005245208740234375
