mode,load,0_mobilenet_v2-16,1_mobilenet_v2-32,2_mobilenet_v3_small-32,3_resnet34-32
mps-uncap,1.0,1435.6299024316336,2513.365711514077,2528.8746244947956,1979.274211249485
