mode,load,0_inception_v3-2,1_mobilenet_v3_large-16,2_vgg19-32
mps-uncap,0.8,33.277034759521484,21.22211456298828,45.54033279418945
mps-uncap,0.9,44.097065925598145,38.100481033325195,76.76410675048828
mps-uncap,1.0,135.1468563079834,336.875319480896,675.4617691040039
mps-uncap,0.5,12.904047966003418,8.006095886230469,21.975994110107422
mps-uncap,0.6,16.450881958007812,12.233734130859375,22.822976112365723
mps-uncap,0.7,23.357868194580078,16.417622566223145,33.96725654602051
mps-uncap,0.1,11.984825134277344,7.456064224243164,20.28822898864746
mps-uncap,0.2,12.143850326538086,7.357597351074219,20.31850814819336
mps-uncap,0.3,12.65859603881836,7.602930068969727,20.85399627685547
mps-uncap,0.4,12.807607650756836,7.834672927856445,21.422624588012695
