mode,load,0_inception_v3-2,1_mobilenet_v3_large-16,2_vgg19-32
mps-uncap,0.8,199.91779327392578,229.27021980285645,254.09293174743652
mps-uncap,0.9,270.80678939819336,526.5684127807617,580.6765556335449
mps-uncap,1.0,897.6709842681885,2033.2539081573486,1562.3185634613037
mps-uncap,0.5,81.36200904846191,86.35997772216797,116.95528030395508
mps-uncap,0.6,108.2460880279541,85.37554740905762,128.00979614257812
mps-uncap,0.7,167.71697998046875,110.26906967163086,158.51831436157227
mps-uncap,0.1,25.14505386352539,21.459102630615234,40.257930755615234
mps-uncap,0.2,41.795969009399414,41.144371032714844,61.39993667602539
mps-uncap,0.3,41.79716110229492,39.449214935302734,71.49004936218262
mps-uncap,0.4,62.818050384521484,43.573856353759766,81.01367950439453
