mode,load,0_inception_v3-2,1_mobilenet_v3_large-16,2_vgg19-32
mps-uncap,0.8,45.60375213623047,24.14393424987793,25.249958038330078
mps-uncap,0.9,46.36859893798828,24.20639991760254,24.63698387145996
mps-uncap,1.0,46.38218879699707,26.43585205078125,26.175975799560547
mps-uncap,0.5,42.52910614013672,23.777246475219727,24.08623695373535
mps-uncap,0.6,47.09815979003906,23.458480834960938,23.78106117248535
mps-uncap,0.7,44.690608978271484,24.036645889282227,24.251699447631836
mps-uncap,0.1,25.08068084716797,21.381139755249023,22.02749252319336
mps-uncap,0.2,33.59532356262207,21.50440216064453,22.382259368896484
mps-uncap,0.3,41.731834411621094,22.16029167175293,23.328542709350586
mps-uncap,0.4,41.79024696350098,22.843599319458008,23.62227439880371
