mode,load,0_inception_v3-2,1_mobilenet_v3_large-16,2_vgg19-32
mps-uncap,0.8,37.53076212018595,626.2173152132623,1092.9904113036807
mps-uncap,0.9,42.22592335755863,722.2599995667829,1192.3754266673452
mps-uncap,1.0,47.414401310520496,745.9238502493624,1350.600880590217
mps-uncap,0.5,23.40500868900856,396.15981184340035,661.0987877431153
mps-uncap,0.6,29.426035969508128,472.47041628453144,787.5500329405086
mps-uncap,0.7,33.22916680779728,546.1936052307241,937.8562619573136
mps-uncap,0.1,4.953789796530792,79.17398495956066,123.21999724016253
mps-uncap,0.2,9.452227842251363,154.25674109132459,276.4616809906469
mps-uncap,0.3,14.09600132595371,231.50754723319358,405.5484019624773
mps-uncap,0.4,20.56255850522006,303.66313789783715,544.1496678509712
