mode,load,0_inception_v3-2,1_mobilenet_v3_large-16,2_vgg19-32
mps-uncap,0.8,129.67609405517592,172.90553092956546,189.19517517089847
mps-uncap,0.9,235.67348241806033,471.03624343872104,441.5316104888921
mps-uncap,1.0,808.8181972503667,1958.6974787712097,1501.9159317016602
mps-uncap,0.5,52.46048212051389,39.36629533767705,84.24514770507818
mps-uncap,0.6,78.55179786682135,55.793392658233586,94.31626796722402
mps-uncap,0.7,97.57719039916987,80.9485125541687,132.73141860961914
mps-uncap,0.1,23.212862014770515,20.95137357711792,37.631332874298096
mps-uncap,0.2,33.742494583129876,22.31713533401488,44.00472640991209
mps-uncap,0.3,35.745382308959954,31.237726211547855,58.436572551727316
mps-uncap,0.4,51.59114360809327,36.50712966918946,61.70074462890639
