mode,load,0_inception_v3-2,1_mobilenet_v3_large-16,2_vgg19-32
mps-uncap,0.8,4.838705062866211,2.8357505798339844,20.25914192199707
mps-uncap,0.9,4.892110824584961,2.8307437896728516,20.275354385375977
mps-uncap,1.0,4.836797714233398,2.8595924377441406,20.4312801361084
mps-uncap,0.5,4.859209060668945,2.845287322998047,20.186424255371094
mps-uncap,0.6,4.906177520751953,2.8612613677978516,20.189285278320312
mps-uncap,0.7,4.871129989624023,2.8274059295654297,20.17831802368164
mps-uncap,0.1,4.9915313720703125,2.940654754638672,20.12181282043457
mps-uncap,0.2,4.968881607055664,2.8061866760253906,20.074129104614258
mps-uncap,0.3,5.114078521728516,2.8510093688964844,20.09129524230957
mps-uncap,0.4,4.962682723999023,2.852201461791992,20.108938217163086
