mode,load,0_inception_v3-2,1_mobilenet_v3_large-16,2_vgg19-32
mps-uncap,0.8,172.37281799316406,207.43250846862793,230.3910255432129
mps-uncap,0.9,243.39985847473145,505.1734447479248,557.0156574249268
mps-uncap,1.0,866.7411804199219,2013.437271118164,1538.959264755249
mps-uncap,0.5,73.6837387084961,64.42403793334961,94.0084457397461
mps-uncap,0.6,89.11657333374023,62.03198432922363,106.48894309997559
mps-uncap,0.7,133.62407684326172,87.65268325805664,135.4978084564209
mps-uncap,0.1,8.387327194213867,7.404088973999023,19.625425338745117
mps-uncap,0.2,30.1053524017334,35.405874252319336,40.11416435241699
mps-uncap,0.3,19.832372665405273,21.005630493164062,50.3387451171875
mps-uncap,0.4,49.18646812438965,38.190603256225586,58.022499084472656
