mode,load,0_inception_v3-2,1_mobilenet_v3_large-16,2_vgg19-32
mps-uncap,0.8,40.102386474609375,22.89352416992188,23.636817932128906
mps-uncap,0.9,42.771148681640625,23.176860809326172,23.766517639160156
mps-uncap,1.0,43.98512840270996,23.507118225097656,23.899555206298828
mps-uncap,0.5,29.613995552062978,20.722627639770508,22.61743545532227
mps-uncap,0.6,35.726594924926765,21.15466594696045,22.826075553894043
mps-uncap,0.7,37.31112480163574,21.95713520050049,23.196887969970703
mps-uncap,0.1,12.706327438354492,8.396530151367188,20.933151245117188
mps-uncap,0.2,20.130586624145515,14.713406562805176,21.30565643310547
mps-uncap,0.3,25.62336921691895,18.56522560119629,21.684670448303223
mps-uncap,0.4,27.310943603515625,19.9800968170166,21.975135803222656
