mode,load,0_inception_v3-2,1_mobilenet_v3_large-16,2_vgg19-32
mps-uncap,0.8,44.26582336425781,23.722548484802246,24.05170202255249
mps-uncap,0.9,45.15101909637451,23.812217712402347,24.104738235473633
mps-uncap,1.0,45.54743766784669,23.95665168762207,24.173974990844727
mps-uncap,0.5,40.008111000061035,22.780048847198486,23.35221290588379
mps-uncap,0.6,43.99668216705322,22.973897457122803,23.493289947509766
mps-uncap,0.7,43.32729339599609,23.454320430755615,23.747596740722656
mps-uncap,0.1,23.172545433044444,20.919368267059326,21.783864498138428
mps-uncap,0.2,27.617349624633775,20.564603805541992,21.869411468505856
mps-uncap,0.3,35.67764282226561,21.29434585571289,22.69179105758667
mps-uncap,0.4,38.694968223571784,21.93271636962891,22.98929214477539
