mode,load,0_inception_v3-2,1_mobilenet_v3_large-16,2_vgg19-32
mps-uncap,0.8,0.011444091796875,0.011444091796875,0.0133514404296875
mps-uncap,0.9,0.012159347534179688,0.011682510375976562,0.013589859008789062
mps-uncap,1.0,0.011444091796875,0.012159347534179688,0.014543533325195312
mps-uncap,0.5,0.0133514404296875,0.01239776611328125,0.012636184692382812
mps-uncap,0.6,0.01239776611328125,0.011444091796875,0.012159347534179688
mps-uncap,0.7,0.011682510375976562,0.011205673217773438,0.012636184692382812
mps-uncap,0.1,0.0247955322265625,0.022172927856445312,0.025033950805664062
mps-uncap,0.2,0.018835067749023438,0.011682510375976562,0.013828277587890625
mps-uncap,0.3,0.019788742065429688,0.011682510375976562,0.014066696166992188
mps-uncap,0.4,0.013828277587890625,0.011444091796875,0.012159347534179688
