mode,load,0_inception_v3-2,1_mobilenet_v3_large-16,2_vgg19-32
mps-uncap,0.8,26.938676834106445,17.209291458129883,22.727608680725098
mps-uncap,0.9,32.389163970947266,19.800901412963867,23.17023277282715
mps-uncap,1.0,37.264347076416016,22.41051197052002,23.45728874206543
mps-uncap,0.5,11.896014213562012,7.139801979064941,21.306157112121582
mps-uncap,0.6,12.552142143249512,7.668852806091309,21.552324295043945
mps-uncap,0.7,18.41568946838379,11.961817741394043,21.909475326538086
mps-uncap,0.1,11.919975280761719,7.378697395324707,20.218849182128906
mps-uncap,0.2,12.065887451171875,7.270932197570801,20.241498947143555
mps-uncap,0.3,12.520790100097656,7.325410842895508,20.478129386901855
mps-uncap,0.4,12.246131896972656,7.344245910644531,20.882844924926758
