mode,load,0_inception_v3-2,1_mobilenet_v3_large-16,2_vgg19-32
mps-uncap,0.8,73.19073677062991,72.75829315185547,113.07935714721678
mps-uncap,0.9,141.71590805053717,137.78500556945812,269.9909210205078
mps-uncap,1.0,480.08012771606445,1579.0187120437622,1242.3226833343506
mps-uncap,0.5,33.24878215789795,22.310829162597667,49.78854656219485
mps-uncap,0.6,42.41955280303956,28.565478324890144,54.476261138916016
mps-uncap,0.7,55.17897605895997,40.26761054992675,81.98323249816895
mps-uncap,0.1,12.81280517578125,12.356948852539066,21.539187431335453
mps-uncap,0.2,21.58102989196778,15.500068664550781,30.15389442443848
mps-uncap,0.3,26.113414764404297,19.51637268066406,37.5957489013672
mps-uncap,0.4,30.82451820373535,20.93214988708496,41.01672172546387
