mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_mobilenet_v3_large-2,3_squeezenet1_1-2
mps-uncap,1.0,3092.5485059603443,3092.5419601215317,193.5878436793672,386.58042874646475
