mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_mobilenet_v3_large-2,3_squeezenet1_1-2
mps-uncap,1.0,0.000476837158203125,0.0007152557373046875,0.00476837158203125,0.0059604644775390625
