mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_mobilenet_v3_large-2,3_squeezenet1_1-2
mps-uncap,1.0,11.528253555297852,11.45029067993164,11.43026351928711,8.436918258666992
