mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_mobilenet_v3_large-2,3_squeezenet1_1-2
mps-uncap,1.0,10.491132736206055,10.536365509033203,10.564401149749756,8.204083442687988
