mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_mobilenet_v3_large-2,3_squeezenet1_1-2
mps-uncap,1.0,10.101795196533203,10.030984878540039,3.803253173828125,1.7337799072265625
