mode,load,0_squeezenet1_0-16,1_densenet161-2,2_mobilenet_v3_large-2
mps-uncap,1.0,3.9985179901123047,17.200708389282227,5.400657653808594
mig,1.0,6.353139877319336,16.719341278076172,4.964590072631836
