mode,load,0_squeezenet1_0-16,1_densenet161-2,2_mobilenet_v3_large-2
mps-uncap,1.0,4.615468978881836,18.0633544921875,5.95982551574707
mig,1.0,7.5130462646484375,17.841026782989502,5.291705131530761
