mode,load,0_squeezenet1_0-16,1_densenet161-2,2_mobilenet_v3_large-2
mps-uncap,1.0,4.297733306884766,17.548322677612305,5.743265151977539
mig,1.0,6.6852569580078125,17.040157318115234,5.0678253173828125
