mode,load,0_squeezenet1_0-16,1_densenet161-2,2_mobilenet_v3_large-2
mps-uncap,1.0,13.799190521240234,26.42965316772461,15.116214752197266
mig,1.0,21.70109748840332,28.673648834228516,16.36052131652832
