mode,load,0_squeezenet1_0-16,1_densenet161-2,2_mobilenet_v3_large-2
mps-uncap,1.0,3.551483154296875,16.40605926513672,4.871129989624023
mig,1.0,6.213665008544922,16.541481018066406,4.881143569946289
