mode,load,0_squeezenet1_0-16,1_densenet161-2,2_mobilenet_v3_large-2
mps-uncap,1.0,3.9987564086914062,17.200946807861328,5.400896072387695
mig,1.0,6.353139877319336,16.719460487365723,4.9648284912109375
