mode,load,0_densenet121-2,1_mobilenet_v3_small-32,2_squeezenet1_0-4
mps-uncap,0.8,12.947938442230226,5.84558486938477,3.240482807159423
mps-uncap,0.9,12.844917774200438,5.143523216247559,3.26902151107788
mps-uncap,1.0,12.785577774047853,5.124690532684327,3.1620883941650377
mps-uncap,0.5,14.022276401519775,7.736563682556152,3.9946341514587194
mps-uncap,0.6,13.795433044433596,8.236455917358402,3.2677650451660156
mps-uncap,0.7,13.440837860107422,7.961034774780277,3.2656645774841304
mps-uncap,0.1,27.949228286743168,10.441484451293945,4.454779624938965
mps-uncap,0.2,22.545933723449707,10.252237319946289,4.307975769042969
mps-uncap,0.3,16.60106658935547,8.92891883850098,4.16574239730835
mps-uncap,0.4,14.974727630615236,8.197431564331056,4.053630828857421
