mode,load,0_densenet121-2,1_mobilenet_v3_small-32,2_squeezenet1_0-4
mps-uncap,0.8,165.1461025598347,6338.868461329655,1554.9475637556386
mps-uncap,0.9,164.38155177169747,7190.0087038082775,1754.9655888480982
mps-uncap,1.0,165.83283489732347,7234.884087532726,1808.9322576205834
mps-uncap,0.5,112.19039869036008,3841.3407709112025,968.4785366554119
mps-uncap,0.6,138.34129471779622,4798.900984071715,1147.486407377575
mps-uncap,0.7,157.7661831601429,5545.398739434586,1372.2096864605323
mps-uncap,0.1,22.656067853907768,816.5730911226707,197.70378576393918
mps-uncap,0.2,42.179485257616825,1567.014777847247,385.88438510315007
mps-uncap,0.3,64.92412386466806,2386.82270079853,586.9983559347074
mps-uncap,0.4,89.6474443181596,3197.1601066104927,785.9560635275095
