mode,load,0_densenet121-2,1_mobilenet_v3_small-32,2_squeezenet1_0-4
mps-uncap,0.8,12.041568756103516,4.668235778808594,1.9068717956542969
mps-uncap,0.9,12.118101119995117,4.365205764770508,2.143740653991699
mps-uncap,1.0,12.006998062133789,4.359960556030273,2.1352767944335938
mps-uncap,0.5,12.010574340820312,4.309654235839844,1.9146203994750977
mps-uncap,0.6,12.41755485534668,4.393577575683594,1.8725395202636719
mps-uncap,0.7,12.287378311157227,4.48918342590332,1.874685287475586
mps-uncap,0.1,20.574569702148438,9.37199592590332,3.9501190185546875
mps-uncap,0.2,13.583898544311523,7.360696792602539,3.6591291427612305
mps-uncap,0.3,12.744307518005371,5.026578903198242,2.3387670516967773
mps-uncap,0.4,12.409567832946777,4.430055618286133,2.0897388458251953
