mode,load,0_densenet121-2,1_mobilenet_v3_small-32,2_squeezenet1_0-4
mps-uncap,0.8,5610.818862915039,137.53986358642578,52.02198028564453
mps-uncap,0.9,12187.349319458008,885.392427444458,139.6200656890869
mps-uncap,1.0,16417.77753829956,3881.4523220062256,4575.5295753479
mps-uncap,0.5,91.18294715881348,33.408403396606445,15.292644500732422
mps-uncap,0.6,335.33740043640137,49.047231674194336,19.67597007751465
mps-uncap,0.7,541.93115234375,75.81257820129395,41.34798049926758
mps-uncap,0.1,51.149606704711914,30.25507926940918,14.29605484008789
mps-uncap,0.2,56.1366081237793,35.75301170349121,21.19278907775879
mps-uncap,0.3,88.59586715698242,27.14824676513672,15.987634658813477
mps-uncap,0.4,108.80589485168457,33.025264739990234,16.867876052856445
