mode,load,0_densenet121-2,1_mobilenet_v3_small-32,2_squeezenet1_0-4
mps-uncap,0.8,5553.819055557251,105.9228134155274,33.65955352783201
mps-uncap,0.9,11968.273422718046,850.2703905105591,118.09514045715332
mps-uncap,1.0,16258.646230697632,3802.602834701538,4531.046829223632
mps-uncap,0.5,71.59724235534668,21.84295654296875,9.002094268798826
mps-uncap,0.6,256.2418985366822,28.804922103881843,12.569079399108896
mps-uncap,0.7,472.886123657226,44.119958877563484,22.910187244415255
mps-uncap,0.1,43.34561824798584,23.376636505126996,9.913394451141356
mps-uncap,0.2,40.56415557861328,24.018335342407227,11.168951988220213
mps-uncap,0.3,47.19205617904663,19.587316513061527,10.274906158447255
mps-uncap,0.4,58.38463544845581,19.587078094482422,9.090080261230465
