mode,load,0_densenet121-2,1_mobilenet_v3_small-32,2_squeezenet1_0-4
mps-uncap,0.8,12.10927963256836,4.165887832641602,1.7228126525878906
mps-uncap,0.9,12.381553649902344,4.206418991088867,1.7597675323486328
mps-uncap,1.0,12.281417846679688,4.270076751708984,1.789093017578125
mps-uncap,0.5,11.717081069946289,4.156351089477539,1.7135143280029297
mps-uncap,0.6,12.199878692626953,4.12297248840332,1.7113685607910156
mps-uncap,0.7,12.156009674072266,4.17017936706543,1.7185211181640625
mps-uncap,0.1,11.986970901489258,4.191398620605469,1.9309520721435547
mps-uncap,0.2,11.979341506958008,4.185199737548828,1.7216205596923828
mps-uncap,0.3,12.10331916809082,4.145383834838867,1.7826557159423828
mps-uncap,0.4,12.112617492675781,4.142999649047852,1.7435550689697266
