mode,load,0_densenet121-2,1_mobilenet_v3_small-32,2_squeezenet1_0-4
mps-uncap,0.8,5598.895072937012,132.77363777160645,50.28939247131348
mps-uncap,0.9,12175.36997795105,881.1607360839844,137.85433769226074
mps-uncap,1.0,16401.389598846436,3877.126932144165,4572.99542427063
mps-uncap,0.5,79.21504974365234,29.255151748657227,12.913942337036133
mps-uncap,0.6,322.54886627197266,44.9521541595459,17.85445213317871
mps-uncap,0.7,529.7329425811768,71.07377052307129,38.570404052734375
mps-uncap,0.1,38.579463958740234,23.059368133544922,10.1318359375
mps-uncap,0.2,43.02072525024414,30.034542083740234,17.304658889770508
mps-uncap,0.3,75.99163055419922,22.91727066040039,13.733863830566406
mps-uncap,0.4,96.67587280273438,28.853654861450195,13.705968856811523
