mode,load,0_densenet121-2,1_mobilenet_v3_small-32,2_squeezenet1_0-4
mps-uncap,0.8,4926.330232620239,72.46851921081543,16.709876060485843
mps-uncap,0.9,10787.976336479187,755.9592723846436,83.66692066192628
mps-uncap,1.0,14961.949872970583,3307.0438146591187,4066.1793708801265
mps-uncap,0.5,44.60399150848389,12.200117111206055,5.393338203430177
mps-uncap,0.6,133.15253257751468,16.683101654052734,6.578445434570316
mps-uncap,0.7,330.96849918365484,25.982761383056648,10.72998046875
mps-uncap,0.1,28.647613525390636,15.382719039916992,6.0450315475463885
mps-uncap,0.2,24.092960357666023,14.799833297729492,6.772541999816894
mps-uncap,0.3,27.43062973022461,11.804056167602543,6.0466766357421875
mps-uncap,0.4,35.127568244934096,11.251783370971685,5.326223373413086
