mode,load,0_densenet121-2,1_mobilenet_v3_small-32,2_squeezenet1_0-4
mps-uncap,0.8,2192.8718090057373,25.448083877563477,6.0111284255981445
mps-uncap,0.9,6537.890076637268,521.453857421875,32.81402587890625
mps-uncap,1.0,8764.657020568848,2099.259614944458,2338.3312225341797
mps-uncap,0.5,20.49541473388672,6.072521209716797,2.6619434356689453
mps-uncap,0.6,42.4494743347168,7.751703262329102,2.9332637786865234
mps-uncap,0.7,153.04195880889893,10.373115539550781,3.8111209869384766
mps-uncap,0.1,21.52538299560547,9.633779525756836,4.016518592834473
mps-uncap,0.2,14.71710205078125,8.3770751953125,3.837466239929199
mps-uncap,0.3,14.515161514282227,6.657838821411133,3.2094717025756836
mps-uncap,0.4,15.566468238830566,5.933284759521484,2.748250961303711
