mode,load,0_alexnet-32,1_efficientnet_b5-16,2_squeezenet1_1-2
mps-uncap,0.8,1.5840530395507812,14.438033103942871,0.9893178939819336
mps-uncap,0.9,4.4068098068237305,52.44922637939453,5.077481269836426
mps-uncap,1.0,16.77680015563965,99.02596473693848,23.026108741760254
mps-uncap,0.5,0.041961669921875,0.05221366882324219,0.04315376281738281
mps-uncap,0.6,0.04649162292480469,0.060558319091796875,0.04363059997558594
mps-uncap,0.7,0.7832050323486328,4.184484481811523,0.050067901611328125
mps-uncap,0.1,0.04696846008300781,0.06258487701416016,0.046253204345703125
mps-uncap,0.2,0.044345855712890625,0.05817413330078125,0.04172325134277344
mps-uncap,0.3,0.042438507080078125,0.05984306335449219,0.03981590270996094
mps-uncap,0.4,0.04267692565917969,0.054955482482910156,0.0400543212890625
