mode,load,0_alexnet-32,1_efficientnet_b5-16,2_squeezenet1_1-2
mps-uncap,0.8,34.917593002319336,241.5926456451416,32.044172286987305
mps-uncap,0.9,55.21750450134277,379.87351417541504,92.81253814697266
mps-uncap,1.0,142.18592643737793,658.780574798584,365.863561630249
mps-uncap,0.5,12.406349182128906,81.88056945800781,13.10420036315918
mps-uncap,0.6,18.082141876220703,107.01680183410645,24.164676666259766
mps-uncap,0.7,20.77317237854004,109.91096496582031,28.292179107666016
mps-uncap,0.1,3.4825801849365234,25.66051483154297,5.160331726074219
mps-uncap,0.2,6.167888641357422,36.173343658447266,5.707263946533203
mps-uncap,0.3,9.574651718139648,33.7977409362793,7.028818130493164
mps-uncap,0.4,9.465932846069336,65.60754776000977,10.900259017944336
