mode,load,0_alexnet-32,1_efficientnet_b5-16,2_squeezenet1_1-2
mps-uncap,0.8,4.092299938201904,27.741212844848636,5.93338966369629
mps-uncap,0.9,4.139044284820557,28.189721107482914,6.172907352447509
mps-uncap,1.0,4.351892471313477,27.799820899963382,5.881547927856445
mps-uncap,0.5,4.009017944335939,25.226736068725582,5.417978763580321
mps-uncap,0.6,4.030492305755615,26.09841346740723,5.677943229675302
mps-uncap,0.7,4.070043563842773,26.936380863189697,5.853557586669922
mps-uncap,0.1,3.725409507751465,24.53733205795288,3.8683891296386705
mps-uncap,0.2,3.9151692390441895,24.930715560913086,4.189929962158202
mps-uncap,0.3,3.925056457519531,23.578805923461914,4.715232849121089
mps-uncap,0.4,3.99367332458496,23.52028131484986,5.161285400390625
