mode,load,0_alexnet-32,1_efficientnet_b5-16,2_squeezenet1_1-2
mps-uncap,0.8,2.811431884765625,22.40610122680664,2.469658851623535
mps-uncap,0.9,2.932429313659668,25.21967887878418,3.0362606048583984
mps-uncap,1.0,3.062009811401367,26.295185089111328,3.10361385345459
mps-uncap,0.5,2.2897720336914062,18.594980239868164,2.3832321166992188
mps-uncap,0.6,2.3148059844970703,19.772887229919434,2.3914575576782227
mps-uncap,0.7,2.682924270629883,21.139860153198242,2.353191375732422
mps-uncap,0.1,2.2597312927246094,21.166682243347168,2.485990524291992
mps-uncap,0.2,2.249002456665039,19.47343349456787,2.3686885833740234
mps-uncap,0.3,2.250194549560547,17.905235290527344,2.340078353881836
mps-uncap,0.4,2.2611618041992188,17.9671049118042,2.2960901260375977
