mode,load,0_alexnet-32,1_efficientnet_b5-16,2_squeezenet1_1-2
mps-uncap,0.8,2.1736621856689453,15.223264694213867,0.9343624114990234
mps-uncap,0.9,2.169370651245117,15.287160873413086,0.9257793426513672
mps-uncap,1.0,2.175569534301758,15.255928039550781,0.9334087371826172
mps-uncap,0.5,2.171754837036133,14.998674392700195,0.9212493896484375
mps-uncap,0.6,2.1665096282958984,14.998435974121094,0.9274482727050781
mps-uncap,0.7,2.1712779998779297,15.01154899597168,0.9253025054931641
mps-uncap,0.1,2.1789073944091797,15.128612518310547,0.9770393371582031
mps-uncap,0.2,2.1746158599853516,15.060901641845703,0.9377002716064453
mps-uncap,0.3,2.17437744140625,14.975547790527344,0.9427070617675781
mps-uncap,0.4,2.17437744140625,15.063285827636719,0.9295940399169922
