mode,load,0_alexnet-32,1_efficientnet_b5-16,2_squeezenet1_1-2
mps-uncap,0.8,23.549175262451172,184.60785627365124,23.356328010559153
mps-uncap,0.9,38.138258457183824,329.81866121292114,55.363142490386934
mps-uncap,1.0,114.17263984680176,527.6506185531617,330.9895396232603
mps-uncap,0.5,9.559926986694359,69.35410499572737,10.160086154937742
mps-uncap,0.6,11.465637683868417,85.46316862106332,12.427256107330338
mps-uncap,0.7,15.246448516845694,110.35547018051149,16.859464645385742
mps-uncap,0.1,4.420638084411621,37.93708562850951,4.768934249877928
mps-uncap,0.2,5.5032873153686515,39.45765733718871,5.434837341308594
mps-uncap,0.3,6.41014099121093,42.961158752441385,5.7286500930786115
mps-uncap,0.4,7.541885375976543,56.74741506576539,7.918894290924072
