mode,load,0_alexnet-32,1_efficientnet_b5-16,2_squeezenet1_1-2
mps-uncap,0.8,37.92691230773926,262.53223419189453,34.98983383178711
mps-uncap,0.9,57.87396430969238,405.31134605407715,95.39127349853516
mps-uncap,1.0,145.0352668762207,685.4209899902344,369.81701850891113
mps-uncap,0.5,15.64788818359375,98.52337837219238,15.077352523803711
mps-uncap,0.6,21.833181381225586,125.95248222351074,27.141332626342773
mps-uncap,0.7,24.186372756958008,134.8862648010254,31.244993209838867
mps-uncap,0.1,6.412982940673828,42.24824905395508,7.431745529174805
mps-uncap,0.2,9.259462356567383,52.320241928100586,7.879495620727539
mps-uncap,0.3,12.27879524230957,53.91407012939453,9.651422500610352
mps-uncap,0.4,12.067317962646484,82.31234550476074,13.27371597290039
