mode,load,0_alexnet-32,1_efficientnet_b5-16,2_squeezenet1_1-2
mps-uncap,0.8,20.44259071350095,158.61945390701302,19.83882188797
mps-uncap,0.9,35.02148628234862,304.82398509979254,51.77798271179199
mps-uncap,1.0,110.92747688293457,501.6123771667482,327.2554993629455
mps-uncap,0.5,6.654391288757332,50.479364395141275,7.220354080200192
mps-uncap,0.6,8.586103916168218,61.98976039886486,9.495375156402593
mps-uncap,0.7,12.381496429443354,86.27091646194461,13.684577941894531
mps-uncap,0.1,2.113223075866699,16.449773311614937,2.4114513397216792
mps-uncap,0.2,2.7527379989624023,18.357484340667725,2.7090930938720685
mps-uncap,0.3,3.5763645172119105,23.578677177429167,3.149342536926266
mps-uncap,0.4,4.8440933227539,39.74775552749641,5.000412464141846
