mode,load,0_squeezenet1_0-32,1_mobilenet_v2-8,2_vgg13-2
mps-uncap,1.0,10.03885269165039,10.01429557800293,4.883170127868652
mig,1.0,13.075828552246094,5.120277404785156,5.830526351928711
