mode,load,0_squeezenet1_0-32,1_mobilenet_v2-8,2_vgg13-2
mps-uncap,1.0,20.04861831665039,20.57790756225586,18.72873306274414
mig,1.0,22.469282150268555,13.889074325561523,14.174222946166992
